2020-07-20 00:58:35.626 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] ---Changed configuration
2020-07-21 21:26:01.662 INFO  [rebel-leaseManager-1] Licensing-LS - Loaded client features for url: https://jrebel.qekang.com -> []
2020-07-21 21:26:03.941 INFO  [AWT-EventQueue-0] c.z.j.i.c.g.pilot.SetupGuidePilot - In pilot group: true
2020-07-21 21:26:03.942 INFO  [AWT-EventQueue-0] c.z.j.i.c.g.pilot.SetupGuidePilot - In setup guide no browser on activation pilot: true
2020-07-21 21:26:03.955 INFO  [AWT-EventQueue-0] Core-Stat - Statistics initialized in 2 ms
2020-07-21 21:26:03.958 INFO  [AWT-EventQueue-0] c.z.j.i.c.g.m.ActivationModelStep - New licensing status LicensingStatus [ hasLicense = true; hasValidLicenseType=true; isValid=true; isExpired=false; errorMessage = 'null'; activationStatus=null; ]
2020-07-21 21:26:03.958 INFO  [AWT-EventQueue-0] c.z.j.idea.plugin.guide.SetupGuide - Skipping setup guide as it was already completed
2020-07-21 21:26:03.960 INFO  [AWT-EventQueue-0] o.z.j.c.licensing.JRebelLicensing - addActivationFinishedListener org.zeroturnaround.jrebel.ide.common.notifications.LicenseNotifier@48928ef8
2020-07-21 21:26:04.051 INFO  [ApplicationImpl pooled thread 8] o.z.j.i.c.f.h.HybrisDetectionUtil - Looking for Hybris platform directory from C:/Users/mxy/IdeaProjects/store
2020-07-21 21:26:04.123 INFO  [AWT-EventQueue-0] c.z.j.i.p.f.JRebelFacetSyncComponent - New module store added in project store, check for facets
2020-07-21 21:26:04.149 WARN  [ApplicationImpl pooled thread 13] c.z.j.i.p.r.a.ProjectsPathProvider - Module has JRebel enabled, but file at 'C:\Users\mxy\IdeaProjects\store\src\main\resources\rebel.xml' does not exist
2020-07-21 21:26:04.149 INFO  [ApplicationImpl pooled thread 13] c.z.j.i.p.r.a.ProjectsPathProvider - Collecting project paths took 8 ms, 0 projects ids collected
2020-07-21 21:26:04.168 INFO  [AWT-EventQueue-0] c.z.j.b.o.e.jetty.server.Server - jetty-8.y.z-SNAPSHOT
2020-07-21 21:26:04.177 INFO  [AWT-EventQueue-0] c.z.j.b.o.e.j.s.AbstractConnector - Started SocketConnector@localhost:17434
2020-07-21 21:26:04.507 INFO  [ApplicationImpl pooled thread 8] o.z.common.jvm.JavaExeJVM - Evaluating jvm properties took 301 ms
2020-07-21 21:26:11.295 INFO  [AWT-EventQueue-0] o.z.j.ide.common.nps.IdeNPSShower - NPS Shower instance has been inited
2020-07-21 21:26:11.487 INFO  [ApplicationImpl pooled thread 16] c.z.j.i.p.x.e.ExternalAutoConvert - ExternalAutoConvert is disabled: false
2020-07-21 21:26:11.489 INFO  [ApplicationImpl pooled thread 16] o.z.j.c.f.e.SharedExternalAutoConvert - Found 0 total -> 0 no-autoconvert=false -> 0 ide-gen -> 0 time-permitted => 0 candidate
2020-07-21 21:26:16.251 INFO  [rebel-intellij-startup] o.z.j.i.c.n.LicenseNotifier - resumeNewNotifications
2020-07-21 21:26:16.479 INFO  [AWT-EventQueue-0] c.z.j.i.p.f.a.AutoCompileFeature - Not showing dialog - looks enabled by user
2020-07-21 21:26:17.074 INFO  [AWT-EventQueue-0] c.z.http.proxy.HttpProxyHolder - Save licensing proxy settings from class com.zeroturnaround.javarebel.idea.plugin.settings.IntellijProxyProvider to preferences: null
2020-07-21 21:26:17.076 INFO  [AWT-EventQueue-0] c.z.http.proxy.HttpProxyHolder - Save mixpanel proxy settings from class com.zeroturnaround.javarebel.idea.plugin.settings.IntellijProxyProvider to preferences: null
2020-07-21 21:26:17.077 INFO  [AWT-EventQueue-0] c.z.http.proxy.HttpProxyHolder - Save generic proxy settings from class com.zeroturnaround.javarebel.idea.plugin.settings.IntellijProxyProvider to preferences: null
2020-07-21 21:26:17.092 INFO  [AWT-EventQueue-0] o.z.j.client.args.LaunchingArgs - can use native agent: true
2020-07-21 21:26:17.097 INFO  [AWT-EventQueue-0] o.z.common.util.ShortFilenameUtil - To short filename [C:\Users\mxy\AppData\Roaming\JetBrains\IntelliJIdea2020.1\plugins\jr-ide-idea\lib\jrebel6\lib\jrebel64.dll] -> [C:\Users\mxy\AppData\Roaming\JetBrains\IntelliJIdea2020.1\plugins\jr-ide-idea\lib\jrebel6\lib\jrebel64.dll]
2020-07-21 21:26:17.097 INFO  [AWT-EventQueue-0] o.z.common.util.ShortFilenameUtil - To short filename [C:\Users\mxy\AppData\Roaming\JetBrains\IntelliJIdea2020.1\plugins\jr-ide-idea\lib\xrebel\xrebel.jar] -> [C:\Users\mxy\AppData\Roaming\JetBrains\IntelliJIdea2020.1\plugins\jr-ide-idea\lib\xrebel\xrebel.jar]
2020-07-21 21:26:17.097 INFO  [AWT-EventQueue-0] o.z.common.util.ShortFilenameUtil - To short filename [C:\Users\mxy\.jrebel] -> [C:\Users\mxy\.jrebel]
2020-07-21 21:26:40.470 INFO  [rebel-ide-scheduler-1] c.z.http.proxy.HttpProxyHolder - Save licensing proxy settings from class com.zeroturnaround.javarebel.idea.plugin.settings.IntellijProxyProvider to preferences: null
2020-07-21 21:26:40.472 INFO  [rebel-ide-scheduler-1] c.z.http.proxy.HttpProxyHolder - Save mixpanel proxy settings from class com.zeroturnaround.javarebel.idea.plugin.settings.IntellijProxyProvider to preferences: null
2020-07-21 21:26:40.472 INFO  [rebel-ide-scheduler-1] c.z.http.proxy.HttpProxyHolder - Save generic proxy settings from class com.zeroturnaround.javarebel.idea.plugin.settings.IntellijProxyProvider to preferences: null
2020-07-21 21:27:01.257 INFO  [rebel-ide-stats-sender-1] Core-Stat - Statistics initialized in 0 ms
2020-07-21 21:27:01.282 INFO  [rebel-ide-stats-sender-1] c.z.j.remoting.metrics.SyncTimer - No synchronizations since last stats, skipping sending sync time stats
2020-07-21 21:27:01.296 INFO  [rebel-ide-stats-sender-1] c.z.j.r.m.p.CachedMetricsProvider - Cache is stale, not using.
2020-07-21 21:28:02.066 INFO  [AWT-EventQueue-0] c.z.j.i.p.s.IntellijProxyProvider - disposeComponent IntellijProxyProvider
2020-07-21 21:28:06.481 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] ---Changed configuration
2020-07-21 21:28:06.485 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] File to log JDI Exceptions : null
2020-07-21 21:28:06.485 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Hide Rebel Stack Frames : true
2020-07-21 21:28:06.485 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Hide Rebel Threads : true
2020-07-21 21:28:06.485 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Hide Rebel Classes : true
2020-07-21 21:28:06.485 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Don't expose versioned types : true
2020-07-21 21:28:06.485 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Fix That : true
2020-07-21 21:28:06.486 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Can call Rebel runtime : true
2020-07-21 21:28:06.486 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Prevent stepping to Rebel code: true
2020-07-21 21:28:06.486 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Pump events: true
2020-07-21 21:28:06.487 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] IDE identificator: IntelliJ IDEA IU-201.6668.121 JRebel plugin: 2020.2.3
2020-07-21 21:28:06.487 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] IDE identificator as code: 0x400000000000000
2020-07-21 21:28:06.488 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] IDE type as code: 0x4
2020-07-21 21:28:06.488 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Wrapper proxy builder: com.zeroturnaround.jdi.proxy.DefaultFactoryBuilder@792e4a87
2020-07-21 21:28:06.488 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Logger factory : NOP
2020-07-21 21:28:06.488 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Handle fields : true
2020-07-21 21:28:06.489 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Handle methods : true
2020-07-21 21:28:06.489 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Handle stepping : true
2020-07-21 21:28:06.489 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Handle breakpoints : true
2020-07-21 21:28:06.489 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Handle reloading: true
2020-07-21 21:28:06.489 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Handle arrays: true
2020-07-21 21:28:06.489 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] ------------------------
2020-07-21 21:28:05.997 INFO  [AWT-EventQueue-0] Core - Rebel properties loaded from C:\Users\mxy\.jrebel\jrebel.properties:
rebel.license.email=test@123.com
rebel.license.url=https://jrebel.qekang.com/714bc436-8b8e-42e9-9289-4458ce515c59
rebel.log=info
rebel.log.file=C:\Users\mxy\.jrebel\jrebel.log
rebel.preferred.license=1
rebel.properties.version=2

2020-07-21 21:28:06.035 INFO  [AWT-EventQueue-0] o.z.jrebel.client.logger.Log - Log level is now INFO
2020-07-21 21:28:06.035 INFO  [AWT-EventQueue-0] o.z.jrebel.client.logger.Log - Using log level INFO
2020-07-21 21:28:06.556 INFO  [AWT-EventQueue-0] Core - Rebel properties loaded from C:\Users\mxy\.jrebel\jrebel.properties:
rebel.license.email=test@123.com
rebel.license.url=https://jrebel.qekang.com/714bc436-8b8e-42e9-9289-4458ce515c59
rebel.log=info
rebel.log.file=C:\Users\mxy\.jrebel\jrebel.log
rebel.preferred.license=1
rebel.properties.version=2

2020-07-21 21:28:06.585 INFO  [AWT-EventQueue-0] c.z.j.idea.plugin.logger.IdeaLog - Java version: 11.0.6
JRebel version used: 2020.2.3 (202006190909) griffin
IntelliJ IDEA IU-201.6668.121 JRebel plugin: 2020.2.3

2020-07-21 21:28:06.658 INFO  [AWT-EventQueue-0] o.z.j.c.licensing.JRebelLicensing - addActivationFinishedListener org.zeroturnaround.jrebel.client.licensing.JRebelLicensingImpl$2@6e8227f4
2020-07-21 21:28:06.658 INFO  [AWT-EventQueue-0] o.z.jrebel.client.licensing.Watcher - Watcher starting, isProbablyLicenseServer: true, self: org.zeroturnaround.jrebel.client.licensing.Watcher@2b409b24
2020-07-21 21:28:06.659 INFO  [rebel-lwatch] Licensing - === Event: getCurrentLicense
2020-07-21 21:28:06.660 INFO  [AWT-EventQueue-0] o.z.common.util.RebelBaseUtils - log file: jrebel-intellij.log
2020-07-21 21:28:06.660 INFO  [AWT-EventQueue-0] o.z.common.util.RebelBaseUtils - log file: jrebel-licensing.log
2020-07-21 21:28:06.661 INFO  [AWT-EventQueue-0] o.z.common.util.RebelBaseUtils - log file: jrebel.log
2020-07-21 21:28:06.662 INFO  [rebel-lwatch] Licensing - Trying licenseServer licensing
2020-07-21 21:28:06.674 INFO  [rebel-lwatch] c.z.http.proxy.HttpProxyHolder - Using initializer for proxy creations: ProxyInitializerImpl{IDE instance}
2020-07-21 21:28:06.683 INFO  [rebel-lwatch] Licensing-LS - Creating new http with proxy: ProxySelector{validatorTimeout=5000, theChosenOne=null, source=IDE_LICENSING}
2020-07-21 21:28:06.705 INFO  [AWT-EventQueue-0] Licensing - Current installation GUID is MiBXjM44tnAD3CsGSv9whrmi1tnoP/u+gO9nlnSs59c=
2020-07-21 21:28:06.705 INFO  [AWT-EventQueue-0] c.z.j.i.plugin.xml.RebelXmlRestorer - Skipping initialization of rebel.xml restoration since this user is not in pilot.
2020-07-21 21:28:06.707 INFO  [AWT-EventQueue-0] o.z.jrebel.ide.common.CommonStartup - started successfully
2020-07-21 21:28:06.710 INFO  [AWT-EventQueue-0] o.z.j.i.c.n.LicenseNotifier - suspendNewNotifications
2020-07-21 21:28:06.711 INFO  [AWT-EventQueue-0] Core - Rebel properties loaded from C:\Users\mxy\.jrebel\jrebel.properties:
rebel.license.email=test@123.com
rebel.license.url=https://jrebel.qekang.com/714bc436-8b8e-42e9-9289-4458ce515c59
rebel.log=info
rebel.log.file=C:\Users\mxy\.jrebel\jrebel.log
rebel.preferred.license=1
rebel.properties.version=2

2020-07-21 21:28:06.729 INFO  [AWT-EventQueue-0] c.z.j.i.p.s.IntellijProxyProvider - initComponent IntellijProxyProvider
2020-07-21 21:28:06.737 INFO  [rebel-lwatch] Licensing-LS - Created new LicenseServer client: com.zeroturnaround.javarebel.ab@960d569[serverRootUrl=https://jrebel.qekang.com,token=714bc436-8b8e-42e9-9289-4458ce515c59,installationGuid=MiBXjM44tnAD3CsGSv9whrmi1tnoP/u+gO9nlnSs59c=]
2020-07-21 21:28:06.769 INFO  [rebel-lwatch] Licensing-LS - Lease : com.zeroturnaround.javarebel.u@7747db3e[leaseId=1,offline=true,clientRandomness=VZlFzPn6qsU=,serverRandomness=H2ulzLlh7E0=,validFrom=Mon Jul 20 21:23:36 CST 2020,validUntil=Sat Jan 16 21:23:36 CST 2021,serverGuid=a1b4aea8-b031-4302-b602-670a990272cb,serverVersion=3.2.4,zeroIds=[],seatPoolType=standalone,evaluationLicense=false]
2020-07-21 21:28:06.772 INFO  [rebel-lwatch] Core - Rebel properties loaded from C:\Users\mxy\.jrebel\jrebel.properties:
rebel.license.email=test@123.com
rebel.license.url=https://jrebel.qekang.com/714bc436-8b8e-42e9-9289-4458ce515c59
rebel.log=info
rebel.log.file=C:\Users\mxy\.jrebel\jrebel.log
rebel.preferred.license=1
rebel.properties.version=2

2020-07-21 21:28:07.103 WARN  [rebel-leaseManager-1] Licensing-LS - Connection failed with HTTP 404 (Not Found).
2020-07-21 21:28:07.103 INFO  [rebel-leaseManager-1] Licensing - Licensing exception: LicensingMessage{description='Connection failed with HTTP 404 (Not Found).', callToAction='', exceptionMessage='null', link='null'}
2020-07-21 21:28:07.112 WARN  [rebel-leaseManager-1] Licensing-LS - Connection failed with HTTP 404 (Not Found).
2020-07-21 21:28:07.113 INFO  [rebel-leaseManager-1] Licensing - Licensing exception: LicensingMessage{description='Connection failed with HTTP 404 (Not Found).', callToAction='', exceptionMessage='null', link='null'}
2020-07-21 21:28:07.113 INFO  [rebel-leaseManager-1] Licensing-LS - Loaded client features for url: https://jrebel.qekang.com -> []
2020-07-21 21:28:09.111 INFO  [AWT-EventQueue-0] c.z.j.i.c.g.pilot.SetupGuidePilot - In pilot group: true
2020-07-21 21:28:09.111 INFO  [AWT-EventQueue-0] c.z.j.i.c.g.pilot.SetupGuidePilot - In setup guide no browser on activation pilot: true
2020-07-21 21:28:09.123 INFO  [AWT-EventQueue-0] Core-Stat - Statistics initialized in 2 ms
2020-07-21 21:28:09.125 INFO  [AWT-EventQueue-0] c.z.j.i.c.g.m.ActivationModelStep - New licensing status LicensingStatus [ hasLicense = true; hasValidLicenseType=true; isValid=true; isExpired=false; errorMessage = 'null'; activationStatus=null; ]
2020-07-21 21:28:09.125 INFO  [AWT-EventQueue-0] c.z.j.idea.plugin.guide.SetupGuide - Skipping setup guide as it was already completed
2020-07-21 21:28:09.127 INFO  [AWT-EventQueue-0] o.z.j.c.licensing.JRebelLicensing - addActivationFinishedListener org.zeroturnaround.jrebel.ide.common.notifications.LicenseNotifier@bacc588
2020-07-21 21:28:09.202 INFO  [ApplicationImpl pooled thread 14] o.z.j.i.c.f.h.HybrisDetectionUtil - Looking for Hybris platform directory from C:/Users/mxy/IdeaProjects/store
2020-07-21 21:28:09.264 INFO  [AWT-EventQueue-0] c.z.j.i.p.f.JRebelFacetSyncComponent - New module store added in project store, check for facets
2020-07-21 21:28:09.287 WARN  [ApplicationImpl pooled thread 10] c.z.j.i.p.r.a.ProjectsPathProvider - Module has JRebel enabled, but file at 'C:\Users\mxy\IdeaProjects\store\src\main\resources\rebel.xml' does not exist
2020-07-21 21:28:09.288 INFO  [ApplicationImpl pooled thread 10] c.z.j.i.p.r.a.ProjectsPathProvider - Collecting project paths took 7 ms, 0 projects ids collected
2020-07-21 21:28:09.305 INFO  [AWT-EventQueue-0] c.z.j.b.o.e.jetty.server.Server - jetty-8.y.z-SNAPSHOT
2020-07-21 21:28:09.314 INFO  [AWT-EventQueue-0] c.z.j.b.o.e.j.s.AbstractConnector - Started SocketConnector@localhost:17434
2020-07-21 21:28:09.554 INFO  [ApplicationImpl pooled thread 13] o.z.common.jvm.JavaExeJVM - Evaluating jvm properties took 206 ms
2020-07-21 21:28:11.738 INFO  [AWT-EventQueue-0] Filestore - FileStore retry #1
java.lang.Throwable: STACKTRACE
	at org.zeroturnaround.javarebel.preferences.FileStore$RetryFS.runWithRetry(FileStore.java:634)
	at org.zeroturnaround.javarebel.preferences.FileStore$RetryFS.doesNotExist(FileStore.java:618)
	at org.zeroturnaround.javarebel.preferences.FileStore.deleteFile(FileStore.java:238)
	at org.zeroturnaround.javarebel.preferences.FileStore.commit(FileStore.java:224)
	at org.zeroturnaround.javarebel.preferences.FileStore.access$500(FileStore.java:46)
	at org.zeroturnaround.javarebel.preferences.FileStore$4.run(FileStore.java:156)
	at org.zeroturnaround.javarebel.preferences.FileStore$4.run(FileStore.java:144)
	at java.base/java.security.AccessController.doPrivileged(Native Method)
	at org.zeroturnaround.javarebel.preferences.FileStore.runTransaction(FileStore.java:144)
	at org.zeroturnaround.javarebel.preferences.FileStore.runTransaction(FileStore.java:115)
	at org.zeroturnaround.javarebel.preferences.FileStorePreferences.doRun(FileStorePreferences.java:32)
	at org.zeroturnaround.javarebel.preferences.AbstractPreferences.run(AbstractPreferences.java:63)
	at org.zeroturnaround.javarebel.preferences.AbstractPreferences.putBytes(AbstractPreferences.java:83)
	at org.zeroturnaround.javarebel.preferences.AbstractPreferences.put(AbstractPreferences.java:67)
	at com.zeroturnaround.javarebel.idea.plugin.runner.selection.RebelAgentSelectionManagerImpl.storeSelectionMetrics(RebelAgentSelectionManagerImpl.java:71)
	at com.zeroturnaround.javarebel.idea.plugin.runner.selection.RebelAgentSelectionManagerImpl.loadState(RebelAgentSelectionManagerImpl.java:99)
	at com.zeroturnaround.javarebel.idea.plugin.runner.selection.RebelAgentSelectionManagerImpl.loadState(RebelAgentSelectionManagerImpl.java:22)
	at com.intellij.configurationStore.ComponentStoreImpl.doInitComponent(ComponentStoreImpl.kt:439)
	at com.intellij.configurationStore.ComponentStoreImpl.initComponent(ComponentStoreImpl.kt:373)
	at com.intellij.configurationStore.ComponentStoreImpl.initPersistenceStateComponent(ComponentStoreImpl.kt:138)
	at com.intellij.configurationStore.ComponentStoreImpl.initComponent(ComponentStoreImpl.kt:103)
	at com.intellij.configurationStore.ComponentStoreWithExtraComponents.initComponent(ComponentStoreWithExtraComponents.kt:50)
	at com.intellij.serviceContainer.ComponentManagerImpl.initializeComponent$intellij_platform_serviceContainer(ComponentManagerImpl.kt:343)
	at com.intellij.serviceContainer.ServiceComponentAdapter.createAndInitialize(ServiceComponentAdapter.kt:58)
	at com.intellij.serviceContainer.ServiceComponentAdapter.access$createAndInitialize(ServiceComponentAdapter.kt:15)
	at com.intellij.serviceContainer.ServiceComponentAdapter$doCreateInstance$$inlined$use$lambda$1.run(ServiceComponentAdapter.kt:47)
	at com.intellij.openapi.progress.impl.CoreProgressManager.registerIndicatorAndRun(CoreProgressManager.java:625)
	at com.intellij.openapi.progress.impl.CoreProgressManager.executeProcessUnderProgress(CoreProgressManager.java:570)
	at com.intellij.openapi.progress.impl.ProgressManagerImpl.executeProcessUnderProgress(ProgressManagerImpl.java:61)
	at com.intellij.openapi.progress.impl.CoreProgressManager.executeNonCancelableSection(CoreProgressManager.java:186)
	at com.intellij.serviceContainer.ServiceComponentAdapter.doCreateInstance(ServiceComponentAdapter.kt:46)
	at com.intellij.serviceContainer.BaseComponentAdapter.getInstanceUncached(BaseComponentAdapter.kt:115)
	at com.intellij.serviceContainer.BaseComponentAdapter.getInstance(BaseComponentAdapter.kt:69)
	at com.intellij.serviceContainer.ComponentManagerImpl.doGetService(ComponentManagerImpl.kt:396)
	at com.intellij.serviceContainer.ComponentManagerImpl.getService(ComponentManagerImpl.kt:379)
	at com.intellij.openapi.components.ServiceManager.getService(ServiceManager.java:24)
	at com.zeroturnaround.javarebel.idea.plugin.runner.selection.RebelAgentSelectionManagerImpl.getSelection(RebelAgentSelectionManagerImpl.java:33)
	at com.zeroturnaround.javarebel.idea.plugin.runner.selection.JXRComboBoxAction.update(JXRComboBoxAction.java:52)
	at com.intellij.openapi.actionSystem.ex.ActionUtil.performDumbAwareUpdate(ActionUtil.java:177)
	at com.intellij.openapi.actionSystem.impl.ActionUpdater.doUpdate(ActionUpdater.java:453)
	at com.intellij.openapi.actionSystem.impl.ActionUpdater.lambda$null$1(ActionUpdater.java:93)
	at com.intellij.openapi.actionSystem.impl.ActionUpdater.callAction(ActionUpdater.java:133)
	at com.intellij.openapi.actionSystem.impl.ActionUpdater.lambda$new$2(ActionUpdater.java:94)
	at com.intellij.openapi.actionSystem.impl.ActionUpdater.update(ActionUpdater.java:435)
	at com.intellij.openapi.actionSystem.impl.ActionUpdater.expandGroupChild(ActionUpdater.java:296)
	at com.intellij.openapi.actionSystem.impl.ActionUpdater.lambda$doExpandActionGroup$19(ActionUpdater.java:275)
	at com.intellij.util.containers.ContainerUtil.concat(ContainerUtil.java:1712)
	at com.intellij.openapi.actionSystem.impl.ActionUpdater.doExpandActionGroup(ActionUpdater.java:275)
	at com.intellij.openapi.actionSystem.impl.ActionUpdater.expandGroupChild(ActionUpdater.java:326)
	at com.intellij.openapi.actionSystem.impl.ActionUpdater.lambda$doExpandActionGroup$19(ActionUpdater.java:275)
	at com.intellij.util.containers.ContainerUtil.concat(ContainerUtil.java:1712)
	at com.intellij.openapi.actionSystem.impl.ActionUpdater.doExpandActionGroup(ActionUpdater.java:275)
	at com.intellij.openapi.actionSystem.impl.ActionUpdater.expandGroupChild(ActionUpdater.java:326)
	at com.intellij.openapi.actionSystem.impl.ActionUpdater.lambda$doExpandActionGroup$19(ActionUpdater.java:275)
	at com.intellij.util.containers.ContainerUtil.concat(ContainerUtil.java:1712)
	at com.intellij.openapi.actionSystem.impl.ActionUpdater.doExpandActionGroup(ActionUpdater.java:275)
	at com.intellij.openapi.actionSystem.impl.ActionUpdater.expandActionGroup(ActionUpdater.java:185)
	at com.intellij.openapi.actionSystem.impl.ActionUpdater.expandActionGroup(ActionUpdater.java:159)
	at com.intellij.openapi.actionSystem.impl.ActionUpdater.lambda$expandActionGroupWithTimeout$11(ActionUpdater.java:201)
	at com.intellij.openapi.progress.ProgressManager.lambda$runProcess$0(ProgressManager.java:54)
	at com.intellij.openapi.progress.impl.CoreProgressManager.lambda$runProcess$2(CoreProgressManager.java:164)
	at com.intellij.openapi.progress.impl.CoreProgressManager.registerIndicatorAndRun(CoreProgressManager.java:625)
	at com.intellij.openapi.progress.impl.CoreProgressManager.executeProcessUnderProgress(CoreProgressManager.java:570)
	at com.intellij.openapi.progress.impl.ProgressManagerImpl.executeProcessUnderProgress(ProgressManagerImpl.java:61)
	at com.intellij.openapi.progress.impl.CoreProgressManager.runProcess(CoreProgressManager.java:151)
	at com.intellij.openapi.progress.ProgressManager.runProcess(ProgressManager.java:54)
	at com.intellij.openapi.progress.util.ProgressIndicatorUtils.withTimeout(ProgressIndicatorUtils.java:281)
	at com.intellij.openapi.actionSystem.impl.ActionUpdater.expandActionGroupWithTimeout(ActionUpdater.java:201)
	at com.intellij.openapi.actionSystem.impl.ActionUpdater.expandActionGroupWithTimeout(ActionUpdater.java:193)
	at com.intellij.openapi.actionSystem.impl.ActionToolbarImpl.updateActionsImpl(ActionToolbarImpl.java:1090)
	at com.intellij.openapi.actionSystem.impl.ActionToolbarImpl.access$000(ActionToolbarImpl.java:53)
	at com.intellij.openapi.actionSystem.impl.ActionToolbarImpl$1.updateActionsImpl(ActionToolbarImpl.java:162)
	at com.intellij.openapi.actionSystem.impl.ToolbarUpdater$MyUpdateRunnable.run(ToolbarUpdater.java:157)
	at com.intellij.openapi.actionSystem.impl.ToolbarUpdater.updateActions(ToolbarUpdater.java:76)
	at com.intellij.openapi.actionSystem.impl.ToolbarUpdater.updateActions(ToolbarUpdater.java:69)
	at com.intellij.openapi.actionSystem.impl.ActionToolbarImpl.updateActionsImmediately(ActionToolbarImpl.java:1072)
	at com.intellij.openapi.actionSystem.impl.ActionToolbarImpl.addNotify(ActionToolbarImpl.java:202)
	at java.desktop/java.awt.Container.addImpl(Container.java:1146)
	at java.desktop/java.awt.Container.add(Container.java:489)
	at com.intellij.openapi.wm.impl.IdeRootPane.updateToolbar(IdeRootPane.java:210)
	at com.intellij.openapi.wm.impl.ToolWindowManagerImpl$beforeProjectOpened$2.run(ToolWindowManagerImpl.kt:410)
	at com.intellij.openapi.application.TransactionGuardImpl$2.run(TransactionGuardImpl.java:201)
	at com.intellij.openapi.application.impl.ApplicationImpl.runIntendedWriteActionOnCurrentThread(ApplicationImpl.java:831)
	at com.intellij.openapi.application.impl.ApplicationImpl.lambda$invokeLater$4(ApplicationImpl.java:310)
	at com.intellij.openapi.application.impl.FlushQueue.doRun(FlushQueue.java:80)
	at com.intellij.openapi.application.impl.FlushQueue.runNextEvent(FlushQueue.java:128)
	at com.intellij.openapi.application.impl.FlushQueue.flushNow(FlushQueue.java:46)
	at com.intellij.openapi.application.impl.FlushQueue$FlushNow.run(FlushQueue.java:184)
	at java.desktop/java.awt.event.InvocationEvent.dispatch(InvocationEvent.java:313)
	at java.desktop/java.awt.EventQueue.dispatchEventImpl(EventQueue.java:776)
	at java.desktop/java.awt.EventQueue$4.run(EventQueue.java:727)
	at java.desktop/java.awt.EventQueue$4.run(EventQueue.java:721)
	at java.base/java.security.AccessController.doPrivileged(Native Method)
	at java.base/java.security.ProtectionDomain$JavaSecurityAccessImpl.doIntersectionPrivilege(ProtectionDomain.java:85)
	at java.desktop/java.awt.EventQueue.dispatchEvent(EventQueue.java:746)
	at com.intellij.ide.IdeEventQueue.defaultDispatchEvent(IdeEventQueue.java:974)
	at com.intellij.ide.IdeEventQueue._dispatchEvent(IdeEventQueue.java:847)
	at com.intellij.ide.IdeEventQueue.lambda$null$8(IdeEventQueue.java:449)
	at com.intellij.openapi.progress.impl.CoreProgressManager.computePrioritized(CoreProgressManager.java:739)
	at com.intellij.ide.IdeEventQueue.lambda$dispatchEvent$9(IdeEventQueue.java:448)
	at com.intellij.openapi.application.impl.ApplicationImpl.runIntendedWriteActionOnCurrentThread(ApplicationImpl.java:831)
	at com.intellij.ide.IdeEventQueue.dispatchEvent(IdeEventQueue.java:496)
	at java.desktop/java.awt.EventDispatchThread.pumpOneEventForFilters(EventDispatchThread.java:203)
	at java.desktop/java.awt.EventDispatchThread.pumpEventsForFilter(EventDispatchThread.java:124)
	at java.desktop/java.awt.EventDispatchThread.pumpEventsForHierarchy(EventDispatchThread.java:113)
	at java.desktop/java.awt.EventDispatchThread.pumpEvents(EventDispatchThread.java:109)
	at java.desktop/java.awt.EventDispatchThread.pumpEvents(EventDispatchThread.java:101)
	at java.desktop/java.awt.EventDispatchThread.run(EventDispatchThread.java:90)
